id,primary_level,levels,surface,reading_kana,alt_readings,meaning_ko,meaning_ko_variants,part_of_speech,entry_type,include_in_app,source_ids,source_entry_ids,source_entry_count,sections,existing_word_id,existing_level,qa_status,qa_note
w_bb593fe8f64edd85,N3,N3,集中,しゅうちゅう,,집중,집중,noun,word,1,mkt_n3;pass_n3,mkt_n3_p014_o0339;pass_n3_p005_o0071,2,명사;한자 읽기,w_bb593fe8f64edd85,N3,verified,
w_ba6cea0e762a9b40,N3,N3,集合,しゅうごう,,집합,집합,noun,word,1,mkt_n3,mkt_n3_p014_o0336,1,명사,w_ba6cea0e762a9b40,N3,verified,
w_8c283dd526f4e58f,N3,N3,雑誌,ざっし,,잡지,잡지,noun,word,1,mkt_n3;pass_n3,mkt_n3_p013_o0317;pass_n3_p008_o0183,2,명사;한자 표기,w_8c283dd526f4e58f,N3,verified,
w_922cf062f49b5d26,N3,N3,離す,はなす,,"떼다,놓치다","떼다,놓치다;떼어내다, 분리하다",verb,word,1,mkt_n3;pass_n3,mkt_n3_p005_o0099;pass_n3_p020_o0584,2,동사;용법,w_922cf062f49b5d26,N3,verified,"pass_n3 용법 구역: 원본 보존, 앱 단어 목록 제외"
w_c2dc4578b270ec4d,N3,N3,面接,めんせつ,,면접,면접,noun,word,1,mkt_n3,mkt_n3_p018_o0471,1,명사,w_c2dc4578b270ec4d,N3,verified,
w_ba7dc722f3b85b73,N3,N3,順番,じゅんばん,,순번,"순번;순서, 순번;순번, 차례",noun,word,1,mkt_n3;pass_n3,mkt_n3_p014_o0348;pass_n3_p004_o0015;pass_n3_p013_o0333,3,명사;한자 읽기;문맥 규정,w_ba7dc722f3b85b73,N3,verified,
w_8e9f9d67a0b3a015,N3,N3,預ける,あずける,,맡기다,"맡기다;맡기다, 위임하다",verb,word,1,mkt_n3;pass_n3,mkt_n3_p002_o0002;pass_n3_p009_o0213;pass_n3_p020_o0586,3,동사;한자 표기;용법,w_8e9f9d67a0b3a015,N3,verified,"pass_n3 용법 구역: 원본 보존, 앱 단어 목록 제외"
w_b1a157bd60c9f520,N3,N3,頭痛,ずつう,,두통,두통,noun,word,1,mkt_n3;pass_n3,mkt_n3_p015_o0367;pass_n3_p009_o0210,2,명사;한자 표기,w_b1a157bd60c9f520,N3,verified,
w_a68d1d31629a25ca,N3,N3;N2,頼む,たのむ,,부탁하다,"부탁하다;부탁하다, 주문하다",verb,word,1,mkt_n2;pass_n3,mkt_n2_p005_o0124;pass_n3_p016_o0450,2,동사;유의어,w_a68d1d31629a25ca,N3,verified,"pass_n3 유의어 구역: 원본 보존, 앱 단어 목록 제외"
w_beba51ed42057271,N3,N3,頼る,たよる,,"의지하다,기대다","의지하다,기대다;의지하다",verb,word,1,mkt_n3;pass_n3,mkt_n3_p004_o0069;pass_n3_p013_o0360,2,동사;문맥 규정,w_beba51ed42057271,N3,verified,
w_6388a0edfae62aee,N3,N3;N2,願う,ねがう,,"바라다,원하다","원하다,바라다;바라다,원하다;바라다, 부탁하다",verb,word,1,mkt_n2;mkt_n3;pass_n3,mkt_n2_p007_o0166;mkt_n3_p005_o0091;pass_n3_p009_o0196,3,동사;한자 표기,w_6388a0edfae62aee,N3,verified,
w_fa1298705c3c4447,N3,N3;N2,風景,ふうけい,,풍경,풍경,noun,word,1,mkt_n2;mkt_n3,mkt_n2_p016_o0423;mkt_n3_p017_o0446,2,명사,w_fa1298705c3c4447,N3,verified,
w_0f26111535f0210a,N3,N3,飛ぶ,とぶ,,날다,날다,verb,word,1,mkt_n3;pass_n3,mkt_n3_p004_o0080;pass_n3_p009_o0216,2,동사;한자 표기,w_0f26111535f0210a,N3,verified,
w_e795e940037dda8d,N3,N3,食器,しょっき,,식기,식기,noun,word,1,mkt_n3;pass_n3,mkt_n3_p015_o0361;pass_n3_p005_o0072,2,명사;한자 읽기,w_e795e940037dda8d,N3,verified,
w_5ed6c4ba3aaf50f2,N3,N3,飽きる,あきる,,"질리다,싫증나다","질리다,싫증나다",verb,word,1,mkt_n3,mkt_n3_p002_o0001,1,동사,w_5ed6c4ba3aaf50f2,N3,verified,
w_4a1b1e17774facb5,N3,N3,飾る,かざる,,장식하다,장식하다,verb,word,1,mkt_n3,mkt_n3_p003_o0032,1,동사,w_4a1b1e17774facb5,N3,verified,
w_f4d6136e926e4de7,N3,N3,首,くび,,목,목,noun,word,1,mkt_n3;pass_n3,mkt_n3_p012_o0269;pass_n3_p006_o0085,2,명사;한자 읽기,w_f4d6136e926e4de7,N3,verified,
w_f9d39adf4e9e1c33,N3,N3,首都,しゅと,,수도,수도,noun,word,1,mkt_n3;pass_n3,mkt_n3_p014_o0346;pass_n3_p004_o0018,2,명사;한자 읽기,w_f9d39adf4e9e1c33,N3,verified,
w_436286d59eff0278,N3,N3,香り,かおり,,향기,향기,noun,word,1,mkt_n3;pass_n3,mkt_n3_p010_o0217;pass_n3_p013_o0346,2,명사;문맥 규정,w_436286d59eff0278,N3,verified,
w_576ccbc5751f2876,N3,N3,駆ける,かける,,"전속력으로달리다,뛰다","전속력으로달리다,뛰다",verb,word,1,mkt_n3,mkt_n3_p003_o0029,1,동사,w_576ccbc5751f2876,N3,verified,
w_0947cb28c1efc935,N3,N3,駐車,ちゅうしゃ,,주차,주차,noun,word,1,mkt_n3;pass_n3,mkt_n3_p016_o0400;pass_n3_p008_o0180,2,명사;한자 표기,w_0947cb28c1efc935,N3,verified,
w_297d3596bc4a7b3e,N3,N3;N2,騒ぐ,さわぐ,,"떠들다,소란피우다","떠들다;떠들다,소란피우다",verb,word,1,mkt_n2;mkt_n3,mkt_n2_p005_o0098;mkt_n3_p003_o0051,2,동사,w_297d3596bc4a7b3e,N3,verified,
w_ca75d89cd5674c1a,N3,N3;N2,黙る,だまる,,입다물다,"잠자코있다,침묵하다;입다물다",verb,word,1,mkt_n2;mkt_n3,mkt_n2_p005_o0125;mkt_n3_p004_o0068,2,동사,w_ca75d89cd5674c1a,N3,verified,
w_b0c1d9f3b7112ba0,N2,N2,一体,いったい,,대체,대체,adverb,word,1,mkt_n2,mkt_n2_p018_o0464,1,부사,w_b0c1d9f3b7112ba0,N2,verified,
w_a154922af913a212,N2,N2,一応,いちおう,,일단,일단,adverb,word,1,mkt_n2,mkt_n2_p017_o0462,1,부사,w_a154922af913a212,N2,verified,
w_163c875e106e915a,N2,N2,一斉に,いっせいに,,일제히,일제히,adverb,word,1,mkt_n2,mkt_n2_p018_o0463,1,부사,w_163c875e106e915a,N2,verified,
w_657c15849a6ea25b,N2,N2,一致する,いっちする,,일치하다,일치하다,verb,word,1,mkt_n2,mkt_n2_p002_o0019,1,동사,w_657c15849a6ea25b,N2,verified,
w_98d155aeefba6339,N2,N2,丁寧だ,ていねいだ,,정중하다,정중하다,na_adjective,word,1,mkt_n2,mkt_n2_p012_o0317,1,な형용사,w_98d155aeefba6339,N2,verified,
w_6155d510207ab87b,N2,N2,下げる,さげる,,"(위치,값등을)내리다","(위치,값등을)내리다",verb,word,1,mkt_n2,mkt_n2_p004_o0092,1,동사,w_6155d510207ab87b,N2,verified,
w_cfa6bcd8424c9c0b,N2,N2,不可欠,ふかけつ,,불가결,불가결,noun,word,1,mkt_n2,mkt_n2_p016_o0424,1,명사,w_cfa6bcd8424c9c0b,N2,verified,
w_bafcd079b8e69d45,N2,N2,不思議だ,ふしぎだ,,"이상하다,불가사의하다","이상하다,불가사의하다",na_adjective,word,1,mkt_n2,mkt_n2_p013_o0325,1,な형용사,w_bafcd079b8e69d45,N2,verified,
w_bbb971bd1ab8792b,N2,N2,不良品,ふりょうひん,,불량품,불량품,noun,word,1,mkt_n2,mkt_n2_p016_o0428,1,명사,w_bbb971bd1ab8792b,N2,verified,
w_059cf1ada7c04d02,N2,N2,不調だ,ふちょうだ,,"상태가나쁘다,부진하다","상태가나쁘다,부진하다",na_adjective,word,1,mkt_n2,mkt_n2_p013_o0326,1,な형용사,w_059cf1ada7c04d02,N2,verified,
w_4dd7c1dc3159b07a,N2,N2,不足,ふそく,,부족,부족,noun,word,1,mkt_n2,mkt_n2_p016_o0425,1,명사,w_4dd7c1dc3159b07a,N2,verified,
w_e1a24560fa333bd1,N2,N2,与える,あたえる,,"주다,수여하다","주다,수여하다",verb,word,1,mkt_n2,mkt_n2_p002_o0005,1,동사,w_e1a24560fa333bd1,N2,verified,
w_c1be6b8ea5e5af34,N2,N2,世の中,よのなか,,세상,세상,noun,word,1,mkt_n2,mkt_n2_p017_o0450,1,명사,w_c1be6b8ea5e5af34,N2,verified,
w_bd9dfc9a6227a650,N2,N2,乏しい,とぼしい,,빈곤하다,빈곤하다,i_adjective,word,1,mkt_n2,mkt_n2_p010_o0262,1,い형용사,w_bd9dfc9a6227a650,N2,verified,
w_3a4e24b35de8eb78,N2,N2,乱れる,みだれる,,"흐트러지다,혼란해지다","흐트러지다,혼란해지다",verb,word,1,mkt_n2,mkt_n2_p008_o0209,1,동사,w_3a4e24b35de8eb78,N2,verified,
w_968e30c4387b6852,N2,N2,乾燥する,かんそうする,,건조하다,건조하다,verb,word,1,mkt_n2,mkt_n2_p004_o0069,1,동사,w_968e30c4387b6852,N2,verified,
w_5e0e7dbaa8b12775,N2,N2,今にも,いまにも,,금방이라도,금방이라도,adverb,word,1,mkt_n2,mkt_n2_p018_o0465,1,부사,w_5e0e7dbaa8b12775,N2,verified,
w_de35d7df4713498c,N2,N2,仕上げる,しあげる,,일을끝내다,일을끝내다,verb,word,1,mkt_n2,mkt_n2_p005_o0099,1,동사,w_de35d7df4713498c,N2,verified,
w_252adea76dd25f29,N2,N2;N1,任せる,まかせる,,맡기다,"맡기다;맡기다, 위임하다",verb,word,1,mkt_n2;pass_n1,mkt_n2_p008_o0199;pass_n1_p024_o0702,2,동사;유의어,w_252adea76dd25f29,N2,verified,"pass_n1 유의어 구역: 원본 보존, 앱 단어 목록 제외"
w_00c48216c8344f97,N2,N2,企業,きぎょう,,기업,기업,noun,word,1,mkt_n2,mkt_n2_p014_o0357,1,명사,w_00c48216c8344f97,N2,verified,
w_60c6493c03cb7ac9,N2,N2,伝染する,でんせんする,,전염되다,전염되다,verb,word,1,mkt_n2,mkt_n2_p006_o0147,1,동사,w_60c6493c03cb7ac9,N2,verified,
w_e4fd38db232623ef,N2,N2,伴う,ともなう,,동반하다,동반하다,verb,word,1,mkt_n2,mkt_n2_p006_o0152,1,동사,w_e4fd38db232623ef,N2,verified,
w_d172542569aa68c6,N2,N2,伸ばす,のばす,,"늘리다,신장시키다","늘리다,신장시키다",verb,word,1,mkt_n2,mkt_n2_p007_o0168,1,동사,w_d172542569aa68c6,N2,verified,
w_f6f908f8e36bed45,N2,N2,伸びる,のびる,,"늘다,신장하다","늘다,신장하다",verb,word,1,mkt_n2,mkt_n2_p007_o0169,1,동사,w_f6f908f8e36bed45,N2,verified,
w_7eee80d45b634bc2,N2,N2,何しろ,なにしろ,,"아무튼,어쨌든","아무튼,어쨌든",adverb,word,1,mkt_n2,mkt_n2_p019_o0494,1,부사,w_7eee80d45b634bc2,N2,verified,
w_e52fe2cf56e0b566,N2,N2;N1,何とか,なんとか,,"뭐라고,어떻게든","뭐라고,어떻게든;그럭저럭",adverb,word,1,mkt_n2;pass_n1,mkt_n2_p019_o0495;pass_n1_p019_o0530,2,부사;유의어,w_e52fe2cf56e0b566,N2,verified,"pass_n1 유의어 구역: 원본 보존, 앱 단어 목록 제외"
w_a1775fab8d16545f,N2,N2;N1,余裕,よゆう,,여유,여유,noun,word,1,mkt_n2;pass_n1,mkt_n2_p017_o0451;pass_n1_p019_o0560,2,명사;유의어,w_a1775fab8d16545f,N2,verified,"pass_n1 유의어 구역: 원본 보존, 앱 단어 목록 제외"
w_77fb8557b6af733f,N2,N2,余計,よけい,,"한층더,더욱","한층더,더욱",adverb,word,1,mkt_n2,mkt_n2_p019_o0502,1,부사,w_77fb8557b6af733f,N2,verified,
w_a1a771e92d694b1e,N2,N2,余計だ,よけいだ,,쓸데없다,쓸데없다,na_adjective,word,1,mkt_n2,mkt_n2_p013_o0337,1,な형용사,w_a1a771e92d694b1e,N2,verified,
w_157443e88683e1c9,N2,N2,係る,かかわる,,"관련되다,관여하다","관련되다,관여하다",verb,word,1,mkt_n2,mkt_n2_p003_o0054,1,동사,w_157443e88683e1c9,N2,verified,
w_c2668e4001e32c8e,N2,N2,保つ,たもつ,,"유지하다,보존하다","유지하다,보존하다",verb,word,1,mkt_n2,mkt_n2_p005_o0126,1,동사,w_c2668e4001e32c8e,N2,verified,
w_6fd430be227e0cac,N2,N2,保存する,ほぞんする,,보존하다,보존하다,verb,word,1,mkt_n2,mkt_n2_p008_o0197,1,동사,w_6fd430be227e0cac,N2,verified,
w_4d3a36e26a851fda,N2,N2,保護者,ほごしゃ,,보호자,보호자,noun,word,1,mkt_n2,mkt_n2_p016_o0435,1,명사,w_4d3a36e26a851fda,N2,verified,
w_21b78bc06867a909,N2,N2,信頼,しんらい,,신뢰,신뢰,noun,word,1,mkt_n2,mkt_n2_p015_o0379,1,명사,w_21b78bc06867a909,N2,verified,
w_f3cbf69b00d76920,N2,N2,俳優,はいゆう,,배우,배우,noun,word,1,mkt_n2,mkt_n2_p015_o0403,1,명사,w_f3cbf69b00d76920,N2,verified,
w_bc6f719a9a2f3619,N2,N2,倒す,たおす,,쓰러뜨리다,쓰러뜨리다,verb,word,1,mkt_n2,mkt_n2_p005_o0119,1,동사,w_bc6f719a9a2f3619,N2,verified,
w_809b51fa0666d489,N2,N2;N1,偏る,かたよる,,"기울다,치우치다(편중)","치우치다,편중되다;기울다,치우치다(편중);치우치다, 편향되다",verb,word,1,mkt_n1;mkt_n2;pass_n1,mkt_n1_p003_o0033;mkt_n2_p003_o0062;pass_n1_p005_o0074,3,동사;한자 읽기,w_809b51fa0666d489,N2,verified,
w_532aa900ae487940,N2,N2,偶然,ぐうぜん,,우연히,우연히,adverb,word,1,mkt_n2,mkt_n2_p018_o0471,1,부사,w_532aa900ae487940,N2,verified,
w_b01161cb912e4006,N2,N2,備える,そなえる,,"준비하다,구비하다","준비하다,구비하다",verb,word,1,mkt_n2,mkt_n2_p005_o0115,1,동사,w_b01161cb912e4006,N2,verified,
w_f5f19f69e53af0ce,N2,N2;N1,催す,もよおす,,개최하다,개최하다,verb,word,1,mkt_n1;mkt_n2;pass_n1,mkt_n1_p006_o0116;mkt_n2_p008_o0222;pass_n1_p009_o0214,3,동사;문맥 규정,w_f5f19f69e53af0ce,N2,verified,
w_e8b398a487f8f29c,N2,N2,傾く,かたむく,,"(위치,마음,사상이)기울다","(위치,마음,사상이)기울다",verb,word,1,mkt_n2,mkt_n2_p003_o0061,1,동사,w_e8b398a487f8f29c,N2,verified,
w_6c93129a6473a8b3,N2,N2,傾向,けいこう,,경향,경향,noun,word,1,mkt_n2,mkt_n2_p014_o0361,1,명사,w_6c93129a6473a8b3,N2,verified,
w_d0d3f900576edd1c,N2,N2,優れる,すぐれる,,우수하다,우수하다,verb,word,1,mkt_n2,mkt_n2_p005_o0105,1,동사,w_d0d3f900576edd1c,N2,verified,
w_7af986d757104a61,N2,N2,優勝,ゆうしょう,,우승,우승,noun,word,1,mkt_n2,mkt_n2_p017_o0446,1,명사,w_7af986d757104a61,N2,verified,
w_e504525a3bc6bc12,N2,N2,元々,もともと,,원래,원래,adverb,word,1,mkt_n2,mkt_n2_p019_o0501,1,부사,w_e504525a3bc6bc12,N2,verified,
w_dc9e68a1700899e0,N2,N2,先ほど,さきほど,,"아까,먼저","아까,먼저",adverb,word,1,mkt_n2,mkt_n2_p018_o0473,1,부사,w_dc9e68a1700899e0,N2,verified,
w_615d55cb467f5f8a,N2,N2;N1,克服する,こくふくする,,극복하다,극복하다,verb,word,1,mkt_n2;pass_n1,mkt_n2_p004_o0082;pass_n1_p006_o0110,2,동사;한자 읽기,w_615d55cb467f5f8a,N2,verified,
w_2c314e0899617574,N2,N2,全く,まったく,,전혀,전혀,adverb,word,1,mkt_n2,mkt_n2_p019_o0499,1,부사,w_2c314e0899617574,N2,verified,
w_a662c0ad125b3f4b,N2,N2,再び,ふたたび,,"다시,재차","다시,재차",adverb,word,1,mkt_n2,mkt_n2_p019_o0497,1,부사,w_a662c0ad125b3f4b,N2,verified,
w_b046193862632af9,N2,N2,冷静だ,れいせいだ,,"냉철하다,이성적이다","냉철하다,이성적이다",na_adjective,word,1,mkt_n2,mkt_n2_p013_o0340,1,な형용사,w_b046193862632af9,N2,verified,
w_45f7f8d1891332c0,N2,N2,出来上がる,できあがる,,완성되다,완성되다,verb,word,1,mkt_n2,mkt_n2_p006_o0143,1,동사,w_45f7f8d1891332c0,N2,verified,
w_c3033deed4196ca1,N2,N2,分析,ぶんせき,,분석,분석,noun,word,1,mkt_n2,mkt_n2_p016_o0429,1,명사,w_c3033deed4196ca1,N2,verified,
w_ab38b2dc5fec1167,N2,N2,判断,はんだん,,판단,판단,noun,word,1,mkt_n2,mkt_n2_p016_o0416,1,명사,w_ab38b2dc5fec1167,N2,verified,
w_cbaa90d9cde4ed8e,N2,N2,別々,べつべつ,,따로따로,따로따로,adverb,word,1,mkt_n2,mkt_n2_p019_o0498,1,부사,w_cbaa90d9cde4ed8e,N2,verified,
w_6d6bafe5d5efdeba,N2,N2,利口だ,りこうだ,,영리하다,영리하다,na_adjective,word,1,mkt_n2,mkt_n2_p013_o0338,1,な형용사,w_6d6bafe5d5efdeba,N2,verified,
w_6f0e79e8119b8a9b,N2,N2,利点,りてん,,이점,이점,noun,word,1,mkt_n2,mkt_n2_p017_o0454,1,명사,w_6f0e79e8119b8a9b,N2,verified,
w_33388c47d805f383,N2,N2;N1,利益,りえき,,이익,이익,noun,word,1,mkt_n2;pass_n1,mkt_n2_p017_o0453;pass_n1_p004_o0024,2,명사;한자 읽기,w_33388c47d805f383,N2,verified,
w_48c87304a313d294,N2,N2,制約,せいやく,,제약,제약,noun,word,1,mkt_n2,mkt_n2_p015_o0381,1,명사,w_48c87304a313d294,N2,verified,
w_d70896978910d500,N2,N2,刻む,きざむ,,"새기다,조각하다","새기다,조각하다",verb,word,1,mkt_n2,mkt_n2_p004_o0070,1,동사,w_d70896978910d500,N2,verified,
w_7e20d0d1e39fb1cd,N2,N2,削る,けずる,,"깎다,줄이다,삭감하다","깎다,줄이다,삭감하다",verb,word,1,mkt_n2,mkt_n2_p004_o0078,1,동사,w_7e20d0d1e39fb1cd,N2,verified,
w_19ab8c60598cee59,N2,N2;N1,割り込む,わりこむ,,끼어들다,"끼어들다,새치기하다;끼어들다",verb,word,1,mkt_n1;mkt_n2,mkt_n1_p006_o0125;mkt_n2_p009_o0238,2,동사,w_19ab8c60598cee59,N2,verified,
w_6483dda05171a166,N2,N2,割引,わりびき,,할인,할인,noun,word,1,mkt_n2,mkt_n2_p017_o0456,1,명사,w_6483dda05171a166,N2,verified,
w_88d8358c21d840b0,N2,N2,力強い,ちからづよい,,"마음든든하다,힘차다","마음든든하다,힘차다",i_adjective,word,1,mkt_n2,mkt_n2_p010_o0264,1,い형용사,w_88d8358c21d840b0,N2,verified,
w_a1021aa0cfda591b,N2,N2;N1,劣る,おとる,,"열등하다,뒤떨어지다","뒤떨어지다,뒤지다;열등하다,뒤떨어지다",verb,word,1,mkt_n1;mkt_n2,mkt_n1_p002_o0023;mkt_n2_p003_o0050,2,동사,w_a1021aa0cfda591b,N2,verified,
w_58320aa77025e364,N2,N2;N1,励む,はげむ,,힘쓰다,힘쓰다,verb,word,1,mkt_n1;mkt_n2;pass_n1,mkt_n1_p005_o0093;mkt_n2_p007_o0174;pass_n1_p005_o0070,3,동사;한자 읽기,w_58320aa77025e364,N2,verified,
w_84b9dbc13150df11,N2,N2,務める,つとめる,,"(임무를)맡다,역할을다하다","(임무를)맡다,역할을다하다",verb,word,1,mkt_n2,mkt_n2_p006_o0135,1,동사,w_84b9dbc13150df11,N2,verified,
w_9ef6ae47fbeea384,N2,N2,勝手だ,かってだ,,제멋대로다,제멋대로다,na_adjective,word,1,mkt_n2,mkt_n2_p011_o0290,1,な형용사,w_9ef6ae47fbeea384,N2,verified,
w_ec7304df5158c7dc,N2,N2,勧める,すすめる,,"권하다,추천하다","권하다,추천하다",verb,word,1,mkt_n2,mkt_n2_p005_o0106,1,동사,w_ec7304df5158c7dc,N2,verified,
w_b27a951943ddbdef,N2,N2,勧誘,かんゆう,,권유,권유,noun,word,1,mkt_n2,mkt_n2_p014_o0354,1,명사,w_b27a951943ddbdef,N2,verified,
w_306216717f196919,N2,N2,半減,はんげん,,반감,반감,noun,word,1,mkt_n2,mkt_n2_p016_o0415,1,명사,w_306216717f196919,N2,verified,
w_2b32e38f42248fa6,N2,N2,半額,はんがく,,반액,반액,noun,word,1,mkt_n2,mkt_n2_p016_o0414,1,명사,w_2b32e38f42248fa6,N2,verified,
w_c804e191ffa9046c,N2,N2,単なる,たんなる,,단순한,단순한,adverb,word,1,mkt_n2,mkt_n2_p018_o0490,1,부사,w_c804e191ffa9046c,N2,verified,
w_ba1d7de688d70f05,N2,N2,占う,うらなう,,점치다,점치다,verb,word,1,mkt_n2,mkt_n2_p003_o0033,1,동사,w_ba1d7de688d70f05,N2,verified,
w_27a36289d831db1d,N2,N2,危うい,あやうい,,위태롭다,위태롭다,i_adjective,word,1,mkt_n2,mkt_n2_p010_o0251,1,い형용사,w_27a36289d831db1d,N2,verified,
w_e421aae9647d50d9,N2,N2,危険だ,きけんだ,,위험하다,위험하다,na_adjective,word,1,mkt_n2,mkt_n2_p011_o0294,1,な형용사,w_e421aae9647d50d9,N2,verified,
w_a00c5f2c53808bc1,N2,N2,参る,まいる,,"'오다,가다'의겸양","'오다,가다'의겸양",verb,word,1,mkt_n2,mkt_n2_p008_o0198,1,동사,w_a00c5f2c53808bc1,N2,verified,
w_bb198972a4426bcf,N2,N2,反応,はんのう,,반응,반응,noun,word,1,mkt_n2,mkt_n2_p016_o0417,1,명사,w_bb198972a4426bcf,N2,verified,
w_83b5460f8df7ce6b,N2,N2,反映,はんえい,,반영,반영,noun,word,1,mkt_n2,mkt_n2_p016_o0413,1,명사,w_83b5460f8df7ce6b,N2,verified,
w_2fd84a94cccd6a41,N2,N2,収める,おさめる,,"거두다,넣다,담다","거두다,넣다,담다",verb,word,1,mkt_n2,mkt_n2_p003_o0043,1,동사,w_2fd84a94cccd6a41,N2,verified,
w_06502f590cb6c6fe,N2,N2,取り上げる,とりあげる,,"집어들다,채택하다","집어들다,채택하다",verb,word,1,mkt_n2,mkt_n2_p006_o0153,1,동사,w_06502f590cb6c6fe,N2,verified,
w_728f3fff42bfc4e5,N2,N2,取り入れる,とりいれる,,받아들이다,받아들이다,verb,word,1,mkt_n2,mkt_n2_p006_o0155,1,동사,w_728f3fff42bfc4e5,N2,verified,
w_18904ffc4733404c,N2,N2,取り扱う,とりあつかう,,취급하다,취급하다,verb,word,1,mkt_n2,mkt_n2_p006_o0154,1,동사,w_18904ffc4733404c,N2,verified,
w_51492880f4ff54fb,N2,N2;N1,取り組む,とりくむ,,"맞붙다,몰두하다","몰두하다;맞붙다,몰두하다",verb,word,1,mkt_n1;mkt_n2,mkt_n1_p004_o0082;mkt_n2_p006_o0156,2,동사,w_51492880f4ff54fb,N2,verified,
w_bedd038e5370599e,N2,N2,取り除く,とりのぞく,,"제거하다,없애다","제거하다,없애다",verb,word,1,mkt_n2,mkt_n2_p006_o0157,1,동사,w_bedd038e5370599e,N2,verified,
w_6b816f2f73e9b286,N2,N2,叫ぶ,さけぶ,,외치다,외치다,verb,word,1,mkt_n2,mkt_n2_p004_o0090,1,동사,w_6b816f2f73e9b286,N2,verified,
w_90e919de2274052b,N2,N2,叶う,かなう,,이루어지다,이루어지다,verb,word,1,mkt_n2,mkt_n2_p003_o0064,1,동사,w_90e919de2274052b,N2,verified,
w_01c8260054b32da5,N2,N2,各々,おのおの,,각각,각각,adverb,word,1,mkt_n2,mkt_n2_p018_o0467,1,부사,w_01c8260054b32da5,N2,verified,
w_947ee10c7c753bf7,N2,N2,同様だ,どうようだ,,"다름없다,마찬가지다","다름없다,마찬가지다",na_adjective,word,1,mkt_n2,mkt_n2_p012_o0319,1,な형용사,w_947ee10c7c753bf7,N2,verified,
w_e4fd748a2606a3dd,N2,N2,名刺,めいし,,명함,명함,noun,word,1,mkt_n2,mkt_n2_p017_o0441,1,명사,w_e4fd748a2606a3dd,N2,verified,
w_a54a0943a6ec5d8f,N2,N2,名高い,なだかい,,유명하다,유명하다,i_adjective,word,1,mkt_n2,mkt_n2_p010_o0266,1,い형용사,w_a54a0943a6ec5d8f,N2,verified,
w_afe0b47bfa0921be,N2,N2,吐き出す,はきだす,,"토해내다,내뱉다","토해내다,내뱉다",verb,word,1,mkt_n2,mkt_n2_p007_o0173,1,동사,w_afe0b47bfa0921be,N2,verified,
w_d13ada57a54b9680,N2,N2,含む,ふくむ,,포함하다,포함하다,verb,word,1,mkt_n2,mkt_n2_p007_o0186,1,동사,w_d13ada57a54b9680,N2,verified,
w_d9c4c20b2cc7ba94,N2,N2,味わう,あじわう,,맛보다,맛보다,verb,word,1,mkt_n2,mkt_n2_p002_o0002,1,동사,w_d9c4c20b2cc7ba94,N2,verified,
w_9375044e7571e8e4,N2,N2,呼び止める,よびとめる,,불러세우다,불러세우다,verb,word,1,mkt_n2,mkt_n2_p009_o0233,1,동사,w_9375044e7571e8e4,N2,verified,
w_be45bc6bb7ee0f57,N2,N2,問い合わせる,といあわせる,,문의하다,문의하다,verb,word,1,mkt_n2,mkt_n2_p006_o0148,1,동사,w_be45bc6bb7ee0f57,N2,verified,
w_d5a86ece23e0f3b9,N2,N2,嘆く,なげく,,한탄하다,한탄하다,verb,word,1,mkt_n2,mkt_n2_p006_o0159,1,동사,w_d5a86ece23e0f3b9,N2,verified,
w_a3a1ab15d2a2b883,N2,N2,土地,とち,,토지,토지,noun,word,1,mkt_n2,mkt_n2_p015_o0394,1,명사,w_a3a1ab15d2a2b883,N2,verified,
w_b5b7c2170e22ae1a,N2,N2,地味だ,じみだ,,수수하다,수수하다,na_adjective,word,1,mkt_n2,mkt_n2_p012_o0302,1,な형용사,w_b5b7c2170e22ae1a,N2,verified,
w_457687f9198bb11e,N2,N2,基づく,もとづく,,근거하다,근거하다,verb,word,1,mkt_n2,mkt_n2_p008_o0220,1,동사,w_457687f9198bb11e,N2,verified,
w_ffefb3b5ec05aab1,N2,N2,増える,ふえる,,"늘다,증가하다","늘다,증가하다",verb,word,1,mkt_n2,mkt_n2_p007_o0184,1,동사,w_ffefb3b5ec05aab1,N2,verified,
w_0e981b675d9187b1,N2,N2,増加,ぞうか,,증가,증가,noun,word,1,mkt_n2,mkt_n2_p015_o0386,1,명사,w_0e981b675d9187b1,N2,verified,
w_dcf81ee7c767ed7f,N2,N2,売上,うりあげ,,매상,매상,noun,word,1,mkt_n2,mkt_n2_p013_o0344,1,명사,w_dcf81ee7c767ed7f,N2,verified,
w_a28378d63f77e2a2,N2,N2,変換,へんかん,,변환,변환,noun,word,1,mkt_n2,mkt_n2_p016_o0432,1,명사,w_a28378d63f77e2a2,N2,verified,
w_e7157988aaabd07f,N2,N2,変更,へんこう,,변경,변경,noun,word,1,mkt_n2,mkt_n2_p016_o0433,1,명사,w_e7157988aaabd07f,N2,verified,
w_9ade5fb2ed726bf3,N2,N2,外す,はずす,,"떼다,풀다","떼다,풀다",verb,word,1,mkt_n2,mkt_n2_p007_o0175,1,동사,w_9ade5fb2ed726bf3,N2,verified,
w_553accd30cbca2d8,N2,N2,外れる,はずれる,,"벗겨지다,제외되다","벗겨지다,제외되다",verb,word,1,mkt_n2,mkt_n2_p007_o0176,1,동사,w_553accd30cbca2d8,N2,verified,
